Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
11/04/2020 20:37,@KarleiroLG,*Ԟ₳ɌⱠØ$ Ⱡ₲*,Sentado en silencio pensándote a gritos. #cuarentena,1249149509936001024,,https://pbs.twimg.com/media/EVXentFWkAYT3SP.jpg,,0,0,Twitter for Android,46,134,0,,30/08/2014,México,"Me pierdo, me busco, me encuentro.",,,View
11/04/2020 20:37,@BaezZarah,:(:,Yo ya le hablo a todos como si fueran mis mejores amigos #cuarentena,1249149504437268480,,,,0,0,Twitter for iPhone,324,219,2,,14/04/2014,,,,,View
11/04/2020 20:36,@ale_cordoba,Ale Cordoba,Una de las 485 maneras de refutar a un terraplanista #cuarentena #fisica #matematica,1249149435336155136,https://youtu.be/MWEmYOsFe7w,,,0,0,Twitter for Android,57,332,0,,11/08/2009,,"Un muchacho con inquietudes varias. Agente no representativo. Creador de la frase: ¿cuanto sale? ah, ¿y a que hora cierra?",,,View
11/04/2020 20:36,@TrendTipsPRO,Un Tipo,"No salgas de casa, permite que todo llegue hasta tus manos y ¡no te arrisgues! 🤗 . . . . #hogar #salud #propagación #covid19 #coronavirus #méxico #cdmx #amazon @amazonprime #cuarentena #pandemia",1249149387323977729,,https://pbs.twimg.com/media/EVXevnLXkAEqjlL.jpg,,0,0,ContentStudio.io,1539,779,7,,14/08/2014,México,Trapped between 2 borders and I belong to both of them! / Me gusta compartir lo que veo en internet !,http://trendtipspro.esmibio.co,,View
11/04/2020 20:36,@TrendTipsPRO,Un Tipo,"No salgas de casa, permite que todo llegue hasta tus manos y ¡no te arrisgues! 🤗 . . . . #hogar #salud #propagación #covid19 #coronavirus #méxico #cdmx #amazon @amazonprime #cuarentena #pandemia",1249149385981734914,,https://pbs.twimg.com/media/EVXevg4WoAAcUQJ.jpg,,0,0,ContentStudio.io,1539,779,7,,14/08/2014,México,Trapped between 2 borders and I belong to both of them! / Me gusta compartir lo que veo en internet !,http://trendtipspro.esmibio.co,,View
11/04/2020 20:36,@Krisaxe,Cristian Violi,En cuarentenado tratando de llevarla #aquecimentodalexa #lexa #cuarentena #yomequedoencasa #noaguantomas @lexaoficial #Axe #coreografía #energía #cristianvioli #fitdance #encasa #lambaerobica #Funk en Villa…,1249149375831584771,https://www.instagram.com/p/B-3NH8KF4DF/?igshid=vzmg9hspneni,,#ERROR!,0,0,Instagram,368,373,0,,27/04/2011,Argentina =),Voy a reír voy a bailar vivir vivir lalalalala :D,http://www.youtube.com/krisaxee,,View
11/04/2020 20:36,@DayanMixx,Dayan Avila muñoz,Ahora me dio por esto #cuarentena #COVID19,1249149369170956288,,pic.twitter.com/rqrIcOoBES,,0,0,Twitter for iPhone,28,54,0,,18/11/2016,La Habana cuba ,vive tu vida y se feliz,http://Youtube.com/LosMix,,View
11/04/2020 20:36,@mishelleagreda,Mishelle Alejandra,#AEstaHora @NicolasMaduro confirma el decreto de extensión de #cuarentena por 30 días mas en #Venezuela,1249149351752056833,,,,0,0,Twitter for Android,109,202,0,,6/07/2011,Caracas,Venezolana Periodista Reportera de calle Admiradora de mi hijo @mishelleagreda,,,View
11/04/2020 20:36,@QueralesGarcia,Escritorio Jurídico,La Vicepresidenta de la República hoy notificó la extensión del estado de alarma por 30 días más. #Covid_19 #11Abril #cuarentena #Coronavirus,1249149270428725248,,https://pbs.twimg.com/media/EVXeo81WAAIQRMn.jpg,,0,0,Twitter for Android,701,1059,2,,31/10/2016,"San Felipe, Venezuela","Querales, García & Asociados. Sociedad Civil de Servicios Legales, en materia #Penal, #Civil, Mercantil, #DDHH, Protección y Familia. ☎ 0254-2316035 J40923993-4",http://www.facebook.com/queralesgarciayasociados/,,View
11/04/2020 20:36,@borgia777,Nestor Castillo,No a todos les gustan los números esta semana hay un curso virtual de meditación bastante interesante #cuarentena #Meditacion #Reflexiones,1249149268646137856,,pic.twitter.com/p8GWjVWzwn,,0,0,Twitter for Android,267,881,1,,10/03/2010,Sabaneta,,,,View
11/04/2020 20:36,@JayuyaInforma,Jayuya Informa,Jayuya Informa te da el paseo por nuestro pueblo para que no salgas de casa. #quedateencasa ¡Disfrútenlo! ¡Compártanlo! #jayuya #toquedequeda #COVID19PR #cuarentena,1249149236861702146,,pic.twitter.com/RKizsfeCzP,,0,0,Twitter for Android,1095,957,2,,30/10/2012,"Jayuya, Puerto Rico","Periódico digital en redes sociales que cubre eventos, noticias, fotos, entrevistas, denuncias y más sobre Jayuya y pueblos limítrofes.",http://www.facebook.com/jayuyainforma,,View
11/04/2020 20:35,@UnaTalSofiii,~s ᴏ ғ ɪ 🌹,"Ahora 30 días más, ya se me acabaron las ideas #cuarentena",1249149229647441920,,,,0,0,Mobile Web (M2),120,111,0,,19/10/2014,,No hagas a los demás lo que no te gustaría que te hicieran 😌💃,https://www.instagram.com/es_sofi11/?hl=es-la,,View
11/04/2020 20:35,@herrerajose,Jose En@no Herrera,Todas fotos cenando o ya ferneciando y yo todavía trabajando!!! #Cuarentena #Tv #Prensa #Yo #Pulpo #OperadorGral,1249149226895933440,,,,0,0,Twitter for Android,266,599,0,,6/05/2010,ucacha cordoba,"Op. Radio FmVox 103.3 Ucacha, Camarografo y Fotografo «« € Ω @ Ω Ø »»",http://www.facebook.com.ar,,View
11/04/2020 20:35,@GritoNaranjaLP,Grito Naranja,"#Cuarentena | ¿Vuelve al Naranja? Escuchá la respuesta de Bruno Sarmiento, ante la consulta sobre su regreso a ADIP. Además, si te perdiste la tercera edición de #GritoNaranjaLIVE la podés repasar en nuestras historias de Instagram. Muchas gracias por acompañar!",1249149193333157888,,pic.twitter.com/cnPudy5XZm,,0,0,Twitter Web App,338,321,0,,29/01/2019,"La Plata, Argentina",Transmisión partidaria de @AdipOficial en la Liga Amateur Platense 2020. Escuchanos en Fanpage de @AdipOficial Facebook: Grito Naranja IG: GritoNaranjalp,http://www.radionight.com.ar,,View
11/04/2020 20:35,@DPdelinterior,DIARIO PRENSA 🇦🇷 del Interior,#Nacionales #Argentina 🇦🇷 #Economia #DNU #Salud #cuarentena #CoronavirusEnArgentina #coronavirus #COVID19argentina #Covid19 #SomosResponsables EL GOBIERNO PUBLICÓ EL DNU QUE EXTIENDE LA CUARENTENA: EL DETALLE DE LAS ACTIVIDADES EXCEPTUADAS A PARTIR DEL LUNES @CasaRosada,1249149174978928642,,,,0,1,Twitter for Advertisers,466,2448,3,,4/08/2011,Villa Mercedes (San Luis),"""Con la fuerza del periodismo del interior"" Instagram: https://www.instagram.com/diarioprensadelinterior (Director Periodístico: Lic. José Luis Casiva)",http://diarioprensadelinterior.com/,,View
11/04/2020 20:35,@RoAldunateD,Rosario Aldunate,Ustedes también pasan la #cuarentena esperando un terremoto? O en mi casa somos muy paranoicos?,1249149144884789248,,,,0,0,Twitter for iPhone,785,730,4,,8/11/2011,,"Empiezo bordados, pero no siempre los termino. En los tiempos libres, economista y profesora en la UC.",,,View
11/04/2020 20:35,@lado_mx,Lado.mx,#Cuarentena: El primer hijo de Kris Bryant y su esposa nació en plena cuarentena por el COVID-19.,1249149140971466752,https://lado.mx/n.php?id=3847922,,,0,0,directoalcorreo,2589,2183,68,,24/11/2009,Mexico,"Información en verdadero tiempo real, Web: http://lado.mx/ FB: https://www.facebook.com/Ladomx/ Contacto: webmaster@lado.mx",http://lado.mx,,View
11/04/2020 20:35,@ViolaSofia,Sofia Viola,"Domingo de pascua 🐰🥚🐣 Los espero por aquí a las 13hs 🇦🇷 12hs 🇨🇱 , 18hs 🇪🇸 , 11hs 🇲🇽 , etc🎐 Estaré cantando para acompañarles un ratito. Pueden pedir canciones. Les mando mil besos 🌬️🍂🍃 . #cuarentena #cantoraencasa…",1249149130389311491,https://www.instagram.com/p/B-3NHk3gMLu/?igshid=1mt88wwbat3nt,,,1,1,Instagram,1475,80,8,,12/08/2011,,CANTA HASTA MORIR,http://www.sofiaviola.com.ar,,View
11/04/2020 20:35,@Cdvb2008,Cdvb2002,Mejor hilo o mejor hilo. Las respuestas son GENIALES!!! @PiensaPrensa @rvfradiopopular @MegafonoPopular #CuicosCuliaos #CuicosTerroristas #CuicosQLS #cuarentena #CuarentenaTotal #CoronaVirusEnChile #MatiasAssler #KikaSilva RT @angelicacristi: En Checoslovaquia ha existido una política sanitaria de Máscaras para Todos y ha funcionado. Incluso aunque sean caceras !! Por favor atinemos!!!,1249149070146494465,https://twitter.com/angelicacristi/status/1249094292972408832,,,0,0,Twitter Web App,1000,613,18,,15/12/2014,"Santiago, Metropolitana de San",#NoestamosenGuerra #AprueboNuevaConstitucion Marchamos y protestamos por nuestros Padres Abuelos e Hijos,,,View
11/04/2020 20:35,@tefibraun_vla20,Estefania,Ya me estoy aburriendo de esta #cuarentena ya ni netflix me entretiene... Ya empece 3 series y no me engancho 🤦,1249149057009885184,,,,0,0,Twitter for Android,1,50,0,,23/03/2020,,,,,View
11/04/2020 20:35,@KennyChvez3,Kenny Chávez✨,"Hola, aprovechando la cuarentena y para que no se aburran pasen a ver mi último vídeo 🤗💟 (fue en Febrero) 😂 PARA QUE SE DIVIERTAN UN POCO 🥰 #Cuarentena #QuedateEnCasa #YoMeQuedoEnCasa",1249149022763388930,https://www.youtube.com/watch?v=iXIyAVs05mI&t=3s,,,0,0,Twitter Web App,34,130,0,,27/05/2019,,DERECHA 💪 Políticamente incorrecto 🏛 PRO VIDA 💙 Estudiante📚Administración de Empresas📊,,,View
11/04/2020 20:35,@Rociovalentine4,SADGIRL☆,Ayer salí a la terraza un ratito #QuedateEnCasa #Terraces #afternoon #moods #cuarentena #sunset,1249149003746476034,,https://pbs.twimg.com/media/EVXeY51XsAEPu4b.jpg,,0,0,Twitter for Android,64,533,0,,13/07/2019,"Buenos Aires, Argentina","gorda fan de resident evil,Lady gaga 23 años,makeup fan♡ inked girls",https://www.instagram.com/rociovalentine,,View
11/04/2020 20:35,@Juanelo_Cuba,Juanelo,La #cuarentena me tiene inventando cosas con los 3 putos juguetes que hay en mi casa 😂😂😂😂😂 #homemade #pentatonix,1249148998079918080,,pic.twitter.com/OVCLWHGr7b,,0,0,Twitter Web App,17,30,0,,8/11/2019,Cuba,No puedo vivir esperando un cambio.,,,View
11/04/2020 20:34,@EsmeraldadeRiva,Esmeralda de Rivas,"Dios quiere darte un Abrazo, Él quiere recibirte como su hijo, Hoy... Recuerda El no está en #cuarentena",1249148810317750275,,,,0,2,Twitter for iPad,3279,138,3,,11/08/2011,,Enamorada de mi Señor y del hombre que mi Padre me regalo...,http://www.vladimirrivas.com,,View
11/04/2020 20:34,@Michels_AB,Michels Araujo,"En esta #Cuarentena Queremos aprovechar la oportunidad para muchas cosas 😁😁 . 1- Cuídate mucho, lava muy bien tus manos con agua y jabón 🙌 . 2- Práctica el #distanciamientosocial sabemos que para muchos es muy…",1249148764021022722,https://www.instagram.com/p/B-3M8wdBCyB/?igshid=1pb21io3e33i7,,,0,0,Instagram,208,245,1,,2/06/2010,"Merida, Venezuela",Estudiante de Farmacia-ULA,,,View
11/04/2020 20:34,@PrinceRayniero,Rayniero Alberto Rodríguez Moya,"Se extiende la #cuarentena en #Venezuela por 30 días. Es muy raro. Si hay tan pocos casos y todo está ""controlado"", porque extender el confinamiento? Ni España e Italia toman una medida tan drástica. Que pasará con nuestros trabajos y la poca economía del País? Que desastre 🤦🏻‍♂️",1249148743213035520,,,,0,0,Twitter Web App,187,671,3,,2/02/2010,Venezuela,"Cada #día sale el sol y hay que #vivir, cueste lo que cueste #Venezuela🇻🇪 #IsladeMargarita🌴 #Abogado⚖️ #Papá de #BiancaSelena ❤️ #Emprendedor💪🏼 #Soñador💥",https://www.instagram.com/princeraynieroalberto/,,View
11/04/2020 20:33,@antipochos,Meh,#CuarentenaExtendida #cuarentena #COVID__19 #Apocalipsis #QuedateEnCasa #QuedateEnCasaSubnormal #yonomepuedoquedarencasa Eddie Murphy fue un visionario...,1249148727761219584,,pic.twitter.com/jL3Aggsxk4,,0,0,Twitter for Android,76,64,0,,18/10/2016,,opinemos!!a fin de cuentas...las opiniones son como los culos....todos tenemos uno🤗🤗,,,View
11/04/2020 20:33,@unaideamasse,Una Idea Mas,De mis películas favoritas 😍💖 #cuarentena #diadepelis #elcadaverdelanovia,1249148724103852032,https://www.instagram.com/p/B-3M7kXJytjfo9GX4t7b-Ze-he33t22vb9gGtw0/?igshid=hba8oagn2wal,,,0,0,Instagram,94,4,0,,25/02/2016,"Buenos Aires, Argentina",|| YT: http://goo.gl/IZC4TV || FB: http://goo.gl/G1v5SE || INS:http://goo.gl/VKCVo8 || CONTACTO: unaideamasse@gmail.com,https://www.youtube.com/channel/UC_7hA0ClDLoQrs5X5ZnapUg,,View
11/04/2020 20:33,@RicardoTorrees,Ricardo Torres ✌,No sé cómo le hace la raza para hacer ejercicio en casa. A mi solo me da por levantarme a poner café para el pan 🤷🏾‍♂️☕. #coronavirus #cuarentena,1249148650590273536,,,,0,0,Twitter for Android,269,456,2,,13/05/2010,"Mazatlán, Sinaloa",El que merece no pide 🇲🇽,,,View
11/04/2020 20:33,@chimom24,Jorge Eduardo Rodriguez Ramirez,Siguen las fluctuaciones de voltaje. #Merida le quedo grande la empresa #CADAFE . #Corpoelec no es ni un grano de arena ante la COMPAÑÍA ANÓNIMA DE ALUMBRADO Y FOMENTO ELECTRICO. #MeridasinLuz #VENEZUELASINLUZ #Cuarentena #10deabril2020 ..,1249148621859229699,,,,0,0,Twitter for Android,229,1159,0,,24/02/2020,🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪,piensa en grande.. y seras.. GRANDE.,,,View
11/04/2020 20:33,@CulebraDigital,CULEBRA DIGITAL,"El Congreso de EEUU cede más autoridad a #lucifer para combatir el #CoronaTrump se le escapó y está produciendo más de 2000 latinos muertos por días . #Apocalipsis #DiosAlControl #cuarentena #QuedateEnCasa  RT @washingtonpost: Sidelined by coronavirus pandemic, Congress cedes stage and authority to Trump",1249148604159332352,"https://twitter.com/washingtonpost/status/1249135914292477952
https://wapo.st/2wtXufE",https://pbs.twimg.com/media/EVXeCLPWkAAIDpw.jpg,,0,0,Twitter for Android,1160,1894,2,,8/05/2017,,,,,View
11/04/2020 20:33,@soypaulavillega,Paula Villegas,Tengo miedo de que safaera pase de moda y yo sin poder ir a perrearla. #CuarentenaExtendida #FelizSabado #cuarentena #SiguemeYTeSigo,1249148584827719681,,,,0,0,Twitter for Android,14,11,0,,2/04/2020,"Puerto Vallarta, Jalisco",,,,View
11/04/2020 20:33,@TachiraNews,Táchira News,Extienden Estado de Alarma en Venezuela por 30 días más  #TáchiraNews #CuarentenaExtendida #Cuarentena #11Abr #Sábado #Táchira,1249148573507366913,http://www.tachiranews.com/extienden-estado-de-alarma-en-venezuela-por-30-dias-mas/,,,1,0,Twitter for Android,38183,3067,116,,10/07/2012,Táchira,El portal informativo del estado Táchira. ⓕ Táchira News 📸@Tachiranews_ tachiranewsprensa@gmail.com,http://www.tachiranews.com,,View
11/04/2020 20:33,@chenoticiasweb,Chenoticias,#ÚLTIMAHORA | Delcy Rodríguez informa que se extiende la #cuarentena por 30 días más en Venezuela por Covid-19,1249148569002672128,https://bit.ly/3b2xozx,,,1,0,Bitly,3146,1770,16,,20/11/2015,Venezuela,"Noticias, entretenimiento y mucho más.",http://chenoticiasweb.blogspot.com,,View
